"Brand.Name","Generic.Name","Drug.Uses","key","Med_Cat","Med_Sub_Cat","Term_Matched"
"ADAGEN","PEGADEMASE BOVINE","Pegademase is used to treat a certain rare genetic immune system problem (severe combined immune deficiency disease-SCID). Pegademase replaces a certain natural substance (an enzyme called adenosine deaminase-ADA) that is missing in people with SCID. This medication increases the number of blood cells that prevent and fight infection (lymphocytes) by helping the body get rid of certain substances that kill lymphocytes. This medication does not help immune system problems due to other causes (such as AIDS, bone marrow depression).","ADAGEN_PEGADEMASE BOVINE","Orthopedics","Musculoskeletal","bone"
"ADAKVEO","CRIZANLIZUMAB-TMCA","Crizanlizumab is used by people with sickle cell disease to reduce the number of painful crises caused by the disease. It works by attaching to a certain substance in your body (P-selectin) and preventing blood cells from sticking together. Crizanlizumab belongs to a class of drugs known as monoclonal antibodies. This information does not contain any assurances that this product is safe, effective or appropriate for you.","ADAKVEO_CRIZANLIZUMAB-TMCA","Hematology","General_Blood","blood"
"ADALAT CC","NIFEDIPINE","This medication is used alone or in combination with other drugs to treat high blood pressure (hypertension). Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. Nifedipine belongs to a class of medications known as calcium channel blockers. It works by relaxing blood vessels so blood can flow more easily.","ADALAT CC_NIFEDIPINE","Cardiology","Hypertension","hypertension"
"ADALIMUMAB-ADAZ(CF) PEN","ADALIMUMAB-ADAZ","Adalimumab is used to reduce pain and swelling due to certain types of arthritis (such as rheumatoid, psoriatic, juvenile idiopathic, ankylosing spondylitis). This medication is also used to treat certain skin disorders (such as plaque-type psoriasis, hidradenitis suppurativa). It works by blocking a protein (tumor necrosis factor or TNF) found in the body's immune system that causes joint swelling and damage in arthritis as well as red scaly patches in psoriasis. Adalimumab belongs to a class of drugs known as TNF blockers. By reducing joint swelling, this medication helps to reduce further joint damage and preserve joint function. Adalimumab is also used to treat certain bowel conditions (Crohn's disease, ulcerative colitis) and a certain eye disease (uveitis). This monograph is about the following adalimumab products: adalimumab, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-aqvh, adalimumab-atto, adalimumab-bwwd, adalimumab-fkjp, and adalimumab-afzb. This information does not contain any assurances that this product is safe, effective or appropriate for you.","ADALIMUMAB-ADAZ(CF) PEN_ADALIMUMAB-ADAZ","Dermatology","Inflammatory_Dermatoses","psoriasis"
"ADALIMUMAB-ADAZ(CF)","ADALIMUMAB-ADAZ","Adalimumab is used to reduce pain and swelling due to certain types of arthritis (such as rheumatoid, psoriatic, juvenile idiopathic, ankylosing spondylitis). This medication is also used to treat certain skin disorders (such as plaque-type psoriasis, hidradenitis suppurativa). It works by blocking a protein (tumor necrosis factor or TNF) found in the body's immune system that causes joint swelling and damage in arthritis as well as red scaly patches in psoriasis. Adalimumab belongs to a class of drugs known as TNF blockers. By reducing joint swelling, this medication helps to reduce further joint damage and preserve joint function. Adalimumab is also used to treat certain bowel conditions (Crohn's disease, ulcerative colitis) and a certain eye disease (uveitis). This monograph is about the following adalimumab products: adalimumab, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-aqvh, adalimumab-atto, adalimumab-bwwd, adalimumab-fkjp, and adalimumab-afzb. This information does not contain any assurances that this product is safe, effective or appropriate for you.","ADALIMUMAB-ADAZ(CF)_ADALIMUMAB-ADAZ","Dermatology","Inflammatory_Dermatoses","psoriasis"
"ADALIMUMAB-FKJP(CF) PEN","ADALIMUMAB-FKJP","Adalimumab is used to reduce pain and swelling due to certain types of arthritis (such as rheumatoid, psoriatic, juvenile idiopathic, ankylosing spondylitis). This medication is also used to treat certain skin disorders (such as plaque-type psoriasis, hidradenitis suppurativa). It works by blocking a protein (tumor necrosis factor or TNF) found in the body's immune system that causes joint swelling and damage in arthritis as well as red scaly patches in psoriasis. Adalimumab belongs to a class of drugs known as TNF blockers. By reducing joint swelling, this medication helps to reduce further joint damage and preserve joint function. Adalimumab is also used to treat certain bowel conditions (Crohn's disease, ulcerative colitis) and a certain eye disease (uveitis). This monograph is about the following adalimumab products: adalimumab, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-aqvh, adalimumab-atto, adalimumab-bwwd, adalimumab-fkjp, and adalimumab-afzb. This information does not contain any assurances that this product is safe, effective or appropriate for you.","ADALIMUMAB-FKJP(CF) PEN_ADALIMUMAB-FKJP","Dermatology","Inflammatory_Dermatoses","psoriasis"
"ADAPALENE-BENZOYL PEROXIDE","ADAPALENE/BENZOYL PEROXIDE","This medication is used on the skin to treat acne. This medication is a combination of adapalene (a retinoid) and benzoyl peroxide (an antibiotic and skin-peeling agent). This product may decrease the number and severity of acne pimples and promote quick healing of pimples that do appear. Adapalene works by affecting the growth of cells and decreasing swelling and inflammation. Benzoyl peroxide works by reducing the amount of acne-causing bacteria and by causing the skin to dry and peel off..","ADAPALENE-BENZOYL PEROXIDE_ADAPALENE/BENZOYL PEROXIDE","Dermatology","Acne","acne"
"ADAPALENE","ADAPALENE","This medication is used to treat acne. It may decrease the number and severity of acne pimples and promote quick healing of pimples that do develop. Adapalene belongs to a class of medications called retinoids. It works by affecting the growth of cells and decreasing swelling and inflammation.","ADAPALENE_ADAPALENE","Dermatology","Acne","acne"
"ADBRY","TRALOKINUMAB-LDRM","This medication is used to treat a skin condition called eczema (atopic dermatitis). Tralokinumab belongs to a class of drugs known as monoclonal antibodies. It works by blocking a certain natural protein in your body (interleukin-13) that may cause inflammation and swelling in eczema.","ADBRY_TRALOKINUMAB-LDRM","Dermatology","Inflammatory_Dermatoses","eczema"
"ADCETRIS","BRENTUXIMAB VEDOTIN","Brentuximab is used to treat certain types of cancers (Hodgkin's lymphoma, systemic anaplastic large cell lymphoma, peripheral T-cell lymphoma, primary cutaneous anaplastic large cell lymphoma, CD30-expressing mycosis fungoides). It works by slowing or stopping the growth of cancer cells.","ADCETRIS_BRENTUXIMAB VEDOTIN","Oncology","General_Oncology","cancer"
"ADCIRCA","TADALAFIL","Tadalafil is used to treat high blood pressure in the lungs (pulmonary hypertension). It works by relaxing and widening the blood vessels in your lungs which allows the blood to flow more easily. Decreasing high blood pressure in the lungs allows your heart and lungs to work better and improves your ability to exercise.","ADCIRCA_TADALAFIL","Cardiology","Hypertension","hypertension"
"ADDERALL XR","DEXTROAMPHETAMINE/AMPHETAMINE","This combination medication is used to treat attention deficit hyperactivity disorder - ADHD. It works by changing the amounts of certain natural substances in the brain. Amphetamine/dextroamphetamine belongs to a class of drugs known as stimulants. It can help increase your ability to pay attention, stay focused on an activity, and control behavior problems. It may also help you to organize your tasks and improve listening skills.","ADDERALL XR_DEXTROAMPHETAMINE/AMPHETAMINE","Psychiatry","ADHD","adhd"
"ADDERALL","DEXTROAMPHETAMINE/AMPHETAMINE","This combination medication is used to treat attention deficit hyperactivity disorder - ADHD. It works by changing the amounts of certain natural substances in the brain. Amphetamine/dextroamphetamine belongs to a class of drugs known as stimulants. It can help increase your ability to pay attention, stay focused on an activity, and control behavior problems. It may also help you to organize your tasks and improve listening skills. This drug is also used to treat a certain sleeping disorder (narcolepsy) to help you stay awake during the day. It should not be used to treat tiredness or to hold off sleep in people who do not have a sleep disorder.","ADDERALL_DEXTROAMPHETAMINE/AMPHETAMINE","Psychiatry","ADHD","adhd"
"ADEFOVIR DIPIVOXIL","ADEFOVIR DIPIVOXIL","This medication is used to treat a chronic viral infection of the liver (hepatitis B) in people 12 years of age and older. It works by slowing the growth of the virus, helping to lower the amount of virus in your body. It is not a cure for hepatitis B and does not prevent the passing of hepatitis B to others. This medication is a nucleotide analog.","ADEFOVIR DIPIVOXIL_ADEFOVIR DIPIVOXIL","Gastroenterology","Liver","liver"
"ADEMPAS","RIOCIGUAT","Riociguat is used to treat high blood pressure in the lungs (pulmonary hypertension). It can also be used to treat a certain type of high blood pressure in the lungs caused by blood clots (chronic thromboembolic pulmonary hypertension) when surgery has not been fully successful or is impossible. Riociguat works by relaxing and widening the blood vessels in your lungs so blood can flow more easily. Decreasing high blood pressure in the lungs allows your heart and lungs to work better and improves your ability to exercise.","ADEMPAS_RIOCIGUAT","Cardiology","Hypertension","hypertension"
